JT1,JT2,JT3,JT4,JT5,JT6
0.0,0.0,0.0,0.0,0.12920205667614937,-0.045139451291106525
1.2614817845404248e-05,1.7144329595986108e-06,5.69886060119984e-07,-9.563710441917728e-07,0.1292032177977313,-0.045139035400226714
4.726375999920778e-05,6.469093241312507e-06,2.150358835439903e-06,-3.5473650564776804e-06,0.1292063635005285,-0.04513791604540349
0.00010520488115347139,1.4474089696792092e-05,4.811259554204916e-06,-7.837623724873954e-06,0.12921157226543634,-0.045136071437097046
0.00022328709567194136,3.088012149121688e-05,1.0264706290397108e-05,-1.6508701444414853e-05,0.1292220997438094,-0.04513235851510764
0.00040105524589613905,5.5694349448964786e-05,1.8513079337756366e-05,-2.94718799204452e-05,0.12923783822355367,-0.04512682700833205
0.0006493104250071777,9.047224232094919e-05,3.0073424261090054e-05,-4.74772736509671e-05,0.12925969841201324,-0.04511916485819817
0.0009786921971331676,0.0001367463767143473,4.545517716370018e-05,-7.126348887522005e-05,0.12928857704445557,-0.045109064858928974
0.0013996098633412978,0.000196016589141923,6.51568911774758e-05,-0.00010155281050715226,0.12932535104057505,-0.045096226668743356
0.0019226123653766892,0.00026980203933035796,8.968354256666533e-05,-0.00013907783897022796,0.1293709098440315,-0.04508034551577721
0.0025590210026566196,0.00035973097691965883,0.00011957636962722784,-0.00018462649232964257,0.12942621005914556,-0.04506109323830016
0.003552325676838595,0.0005003092334010528,0.00016630528272321143,-0.0002555479025205254,0.12951231511276173,-0.04503115373523361
0.004250751851458919,0.0005992702365065217,0.00019920041337750938,-0.00030532429846621967,0.12957274819256354,-0.045010160447242736
0.005236286129801222,0.0007390338851771538,0.00024565854677771615,-0.00037546697253605654,0.12965790778957886,-0.04498059858688276
0.006420516144777403,0.000907123398719456,0.0003015323388371183,-0.0004596351703308327,0.1297600956502614,-0.044945151055335475
0.00776593511794347,0.0010982447546328267,0.0003650620300917895,-0.0005551398103832705,0.12987604698470556,-0.044904955477233145
0.00928343289060982,0.0013139642618860137,0.00043676826944893943,-0.0006627386946765346,0.13000668183356484,-0.04485969625373843
0.010982251461207414,0.0015556140660490936,0.0005170938687352189,-0.0007830727171420915,0.1301527783004633,-0.0448091069756729
0.012870761011329807,0.0018244019120858823,0.0006064402883965148,-0.0009167213224931942,0.1303150398840755,-0.044752947000412796
0.014959171185681583,0.0021217970853386614,0.0007052959262033864,-0.001064394342606842,0.13049432838497158,-0.0446909208496729
0.017255374881170522,0.0024489388424253633,0.0008140394767331971,-0.0012266378828403868,0.1306913068248136,-0.044622801793788705
0.01977191869455798,0.002807629417540758,0.0009332700116156945,-0.0014043268964874928,0.13090703747661564,-0.044548225027408364
0.022518047055050505,0.0031992007527164024,0.00106343027501965,-0.0015981028811122289,0.13114229917686734,-0.0444669237926177
0.025490403590367562,0.0036231869185061605,0.0012043653896754991,-0.00180771905865372,0.13139679231451953,-0.044379003824880435
0.02871272690050697,0.004082986354466023,0.001357205013828855,-0.0020348398651918315,0.13167253766661696,-0.044283769139034174
0.032186674632707926,0.004578847946641318,0.0015220318784420206,-0.0022795724347956375,0.1319696653036843,-0.04418117695864484
0.03592414779437824,0.005112481960724002,0.0016994144843549552,-0.0025427460980422256,0.1322891821086008,-0.04407088163494037
0.03993085368950055,0.0056847143902294395,0.0018896273959290166,-0.002824754008956293,0.13263156540617319,-0.04395272033006165
0.0442166267332116,0.0062969603518938655,0.002093141005019894,-0.0031262800438953825,0.13299764548460577,-0.043826408340378244
0.048791405425189484,0.006950649941383613,0.002310430682555098,-0.003448015315786923,0.13338826141796178,-0.04369165794992042
0.053948470528700526,0.007687713870071278,0.002555434405977941,-0.0038105669503956247,0.13382843213443107,-0.04353984255810393
0.058823384087775696,0.00838459968225469,0.002787082723226364,-0.004153166644300654,0.13424437937706715,-0.04339640762768638
0.06430251890411512,0.009168013385937535,0.0030474933428646933,-0.004538110188707978,0.13471173591215901,-0.04323527130563721
0.07010496871715646,0.009997812152725993,0.003323322588662081,-0.004945645265682197,0.13520652062609861,-0.0430647056075122
0.07622906280376524,0.010873765496689058,0.003614493845946587,-0.005375647901682032,0.13572858300371474,-0.0428847638917851
0.08268794514552699,0.01179776145530731,0.003921634707787058,-0.005829034714929501,0.1362790359030397,-0.042695063979985216
0.08949161670036235,0.012771238767780302,0.004245223418264277,-0.006306501431716405,0.13685872399917942,-0.042495316175007555
0.09664207095752249,0.013794490318045138,0.004585357333458218,-0.006808181939589694,0.13746780984381518,-0.04228546580057093
0.10415068518547227,0.014869151583518647,0.004942580094213556,-0.0073348686973143395,0.13810725555408854,-0.04206518265917976
0.1120172739155367,0.015995203047518114,0.0053168852130871525,-0.007886543174956295,0.1387770386329719,-0.041834475727863474
0.12026063174847271,0.017175341964928537,0.005709169271047032,-0.00846451797310735,0.13947875269717197,-0.041592797294925356
0.12887731516893963,0.018409082109638097,0.006119270644109109,-0.009068546346787137,0.14021209817580396,-0.04134025171599325
0.13788681412557807,0.019699220655703842,0.006548119126871699,-0.00969998935841647,0.14097872752265284,-0.04107627108008527
0.14727370979977658,0.02104355583155626,0.006994982839491959,-0.010357761515924852,0.14177732285144612,-0.04080131026465927
0.15706722398102693,0.022446278594268065,0.007461254876987122,-0.011043905788592226,0.14261036451302314,-0.040514516317358175
0.16726269483968917,0.023906727315613274,0.007946715310839236,-0.011758090784456054,0.14347745016734942,-0.04021602881660057
0.17787921118531946,0.02542764229568606,0.008452275030455758,-0.012501649005282112,0.14438019759297216,-0.0399052918907305
0.1889007888071216,0.027006739203029095,0.008977174712675229,-0.013273456587142338,0.1453172423166889,-0.03958277617986396
0.20034951280876745,0.028647187505184357,0.009522467904306109,-0.014075055948411408,0.14629045697493265,-0.039247838073158375
0.21222623882245753,0.03034911513703986,0.010088197131541965,-0.014906502807634628,0.14729990921509847,-0.03890045522229703
0.22455421612914078,0.032115859109477674,0.010675471633432743,-0.01576942051953402,0.14834756993772014,-0.03853995032630604
0.23731076713479046,0.03394417450700793,0.011283212783895213,-0.01666221776077237,0.14943150713128114,-0.03816698908279768
0.2505330069022714,0.03583938574441037,0.011913190444941324,-0.01758748822945483,0.1505548697815915,-0.03778048885422789
0.2625801518109542,0.04134788861036465,0.013391001746898556,-0.0218917660714944,0.15449258786785314,-0.03739850665046175
0.27709785608311166,0.04188723084964807,0.014063109051404954,-0.022114162608419488,0.1550321147299651,-0.03698938079697255
0.29168742067341974,0.04397889492736495,0.014758388615692564,-0.023134749259844475,0.15627119991037697,-0.03656314723382643
0.30675371184684536,0.04613905596027568,0.015476436909274471,-0.024188566617436152,0.15807045609651563,-0.036126066480534444
0.322302721973477,0.04836857759033886,0.01621754101104289,-0.02579264183827701,0.15939072491751374,-0.03567195225000413
0.33829848219634656,0.050662306153190784,0.016979987817278275,-0.02691123329654546,0.16074879686264443,-0.03520486928720948
0.35481733462718473,0.05303119290958325,0.017767417581635137,-0.02806628794206209,0.16215113843925458,-0.03472258669361109
0.3718817408477127,0.05547846413432245,0.018580902733937865,-0.029259372304115586,0.16359965155662387,-0.034224451284669194
0.38933545565933714,0.05798171530405227,0.01941299589896006,-0.030479559749782975,0.1650810702868613,-0.033715025696708756
0.4073681142884759,0.06056814772574959,0.021152478074023984,-0.03174010499221176,0.16715218765363662,-0.03319418697449945
0.42583907290100353,0.06321759262113003,0.021980255737438448,-0.033031173531817226,0.16870984501485178,-0.03265522094148363
0.44485859564776176,0.06663496214323628,0.022887148521354872,-0.034360469972722324,0.17033311973777365,-0.031714788692718404
0.4644042693756522,0.06943885971650188,0.0238191780493332,-0.035726424627801234,0.17199151314107664,-0.03114461297979859
0.4844649850826282,0.07231678800493513,0.024775815756003627,-0.03712825839096093,0.17369346705053318,-0.030559486235511364
0.5050626513513867,0.0752718934699732,0.025758107540827302,-0.03856749952489488,0.17544083691629397,-0.029958771163777643
0.5255564176313574,0.07830244941548914,0.02676547944140817,-0.040043302779246656,0.17723259652741302,-0.029342821148494028
0.5472513782602112,0.08141156904079705,0.02779896630071288,-0.041557180004733796,0.17907058140840781,-0.028711005772882704
