JV1,JV2,JV3,JV4,JV5,JV6
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,0.004045833174816106,0.0,0.0013408603681905403,-0.0028444843178325233,-0.0
-0.0,0.0012177114297495949,0.0,-0.0,-5.167092123442692e-06,-0.0
-0.0,-0.0,0.0,5.942155814969706e-05,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,1.7223640834773607e-06,0.0,3.358609905635628e-05,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,-2.0668368493770768e-05,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,-2.0668369001728327e-06,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,-1.2401020893079437e-05,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,-2.6868878432352927e-05,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,-2.8935715078546977e-05,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,-2.4802041786158874e-05,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,-2.4802041786158874e-05,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,-3.1002551724741034e-05,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,-1.0334184246885384e-05,-0.0,0.0,-0.0
-0.0,-0.0,-0.0001260770496406489,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,-2.273520513996482e-05,-0.0,0.0,-0.0
-0.0,-0.0,-2.8935715078546977e-05,-0.0,0.0,-0.0
-0.0,-0.0,-6.2005104465397186e-06,-0.0,0.0,-0.0
-0.0,-0.0,-0.00013641123083978893,-0.0,0.0,-0.0
-0.0,-0.0,-7.027245003425827e-05,-0.0,0.0,-0.0
-0.0,-0.0,-0.00019634950780222815,-0.0,0.0,-0.0
-0.0,-0.0,-0.00033482758138370187,-0.0,0.0,-0.0
-0.0,-0.0,-0.0005001745130792261,-0.0,0.0,-0.0
-0.0,-0.0,-0.00035962959675606756,-0.0,0.0,-0.0
-0.0,-0.0,-0.0010726882945524322,-0.0,0.0,-0.0
-0.0,-0.0,-0.002267319953262144,-0.0,0.0,-0.0
-0.0,-0.0,-0.0029473093622472556,-0.0,0.0,-0.0
-0.0,-0.0,-0.0039497253286752436,-0.0,0.0,-0.0
-0.0,-0.0,-0.0044809023203333225,-0.0,0.0,-0.0
-0.0,-0.0,-0.005014146122223801,-0.0,0.0,-0.0
-0.0,-0.0,-0.005220829746206602,-0.0,0.0,-0.0
-0.0,-0.0,-0.006047564762286346,-0.0,0.0,-0.0
-0.0,-0.0,-0.006624211839131515,-0.0,0.0,-0.0
-0.0,-0.0,-0.006903235121619702,-0.0,0.0,-0.0
-0.0,-0.0,-0.007521219443409974,-0.0,0.0,-0.0
-0.0,-0.0,-0.007810576516985894,-0.0,0.0,-0.0
-0.0,-0.0,-0.008223943764951495,-0.0,0.0,-0.0
-0.0,-0.0,-0.008035861693134574,-0.0,0.0,-0.0
-0.0,-0.0,-0.008248746007888847,-0.0,0.0,-0.0
-0.0,-0.0,-0.008755120496535302,-0.0,0.0,-0.0
-0.0,-0.0,-0.00918088912604385,-0.0,0.0,-0.0
-0.0,-0.0,-0.009455778267918694,-0.0,0.0,-0.0
-0.0,-0.0,-0.010509865530453789,-0.0,0.0,-0.0
-0.0,-0.0,-0.011001772087399166,-0.0,0.0,-0.0
-0.0,-0.0,-0.011284929510500696,-0.0,0.0,-0.0
-0.0,-0.0,-0.012535365565633776,-0.0,0.0,-0.0
-0.0,-0.0,-0.014137164041611885,-0.0,0.0,-0.0
-0.0,-0.0,-0.01677444822795921,-0.0,0.0,-0.0
-0.0,-0.0,-0.018682137739223906,-0.0,0.0,-0.0
-0.0,-0.0,-0.020835781569258374,-0.0,0.0,-0.0
-0.0,-0.0,-0.0219622090104474,-0.0,0.0,-0.0
-0.0,-0.0,-0.023704552662822936,-0.0,0.0,-0.0
-0.0,-0.0,-0.02389056610388756,-0.0,0.0,-0.0
-0.0,-0.0,-0.023433796621264352,-0.0,0.0,-0.0
-0.0,-0.0,-0.02279100953638819,-0.0,0.0,-0.0
-0.0,-0.0,-0.02192707193612523,-0.0,0.0,-0.0
-0.0,-0.0,-0.020352143293539685,-0.0,0.0,-0.0
-0.0,-0.0,-0.018591197048701182,-0.0,0.0,-0.0
-0.0,-0.0,-0.0168178515029139,-0.0,0.0,-0.0
-0.0,-0.0,-0.01509410940270424,-0.0,0.0,-0.0
-0.0,-0.0,-0.014746881122472553,-0.0,0.0,-0.0
-0.0,-0.0,-0.01476961577495469,-0.0,0.0,-0.0
-0.0,-0.0,-0.014916361121975053,-0.0,0.0,-0.0
-0.0,-0.0,-0.016131661143083044,-0.0,0.0,-0.0
-0.0,-0.0,-0.018719340843555664,-0.0,0.0,-0.0
-0.0,-0.0,-0.02247271607926157,-0.0,0.0,-0.0
-0.0,-0.0,-0.02580652493667603,-0.0,0.0,-0.0
-0.0,-0.0,-0.030029072076845173,-0.0,0.0,-0.0
-0.0,-0.0,-0.03444383698989021,-0.0,0.0,-0.0
-0.0,-0.0,-0.03687236892150243,-0.0,0.0,-0.0
-0.0,-0.0,-0.038914405519135796,-0.0,0.0,-0.0
-0.0,-0.0,-0.03922443069503573,-0.0,0.0,-0.0
-0.0,6.889456333909443e-06,-0.038002930503304805,-0.0,0.0,-0.0
-0.0,-0.0,-0.036192380812888676,-0.0,0.0,-0.0
-0.0,-0.0,-0.03548138768997193,-0.0,0.0,-0.0
-0.0,3.4447281669547215e-06,-0.03576661218338013,-0.0,0.0,-0.0
-0.0,-0.0,-0.03669875582168367,-0.0,0.0,-0.0
-0.0,-0.0,-0.039143824315749275,-0.0,0.0,-0.0
-0.0,-0.0,-0.04028058190698624,-0.0,0.0,-0.0
-0.0,-0.0,-0.04253963695998722,-0.0,0.0,-0.0
-0.0,-0.0,-0.04257063781310188,-0.0,0.0,-0.0
-0.0,-0.0,-0.040838630552556786,-0.0,0.0,-0.0
-0.0,-0.0,-0.03976800672756831,-0.0,0.0,-0.0
-0.0,-0.0,-0.039989157242955105,-0.0,0.0,-0.0
-0.0,-0.0,-0.04179764298395581,-0.0,0.0,-0.0
-0.0,-0.0,-0.04449693095712662,-0.0,0.0,-0.0
-0.0,-0.0,-0.046489362028588194,-0.0,0.0,-0.0
-0.0,-0.0,-0.04826063842347463,-0.0,0.0,-0.0
-0.0,-0.0,-0.050728443650616545,-0.0,0.0,-0.0
-0.0,-0.0,-0.04952554397075441,-0.0,0.0,-0.0
-0.0,-0.0,-0.049079106718773316,-0.0,0.0,-0.0
-0.0,-0.0,-0.050697442797501886,-0.0,0.0,-0.0
-0.0,-0.0,-0.055058468043761785,-0.0,0.0,-0.0
-0.0,-0.0,-0.0589647877568139,-0.0,0.0,-0.0
-0.0,-0.0,-0.05942155723943711,-0.0,0.0,-0.0
-0.0,-0.0,-0.05815045568272273,-0.0,0.0,-0.0
-0.0,-0.0,-0.05676774273241891,-0.0,0.0,-0.0
-0.0,-0.0,-0.05567438217435414,-0.0,0.0,-0.0
-0.0,-0.0,-0.05735058789929284,-0.0,0.0,-0.0
-0.0,-0.0,-0.05752626910971536,-0.0,0.0,-0.0
-0.0,-0.0,-0.05966131242788104,-0.0,0.0,-0.0
-0.0,-0.0,-0.060281362779680894,-0.0,0.0,-0.0
-0.0,-0.0,-0.058985456379286455,-0.0,0.0,-0.0
-0.0,-0.0,-0.05729065014247895,-0.0,0.0,-0.0
-0.0,-0.0,-0.05792310083552467,-0.0,0.0,-0.0
-0.0,-0.0,-0.05872503672955831,-0.0,0.0,-0.0
-0.0,-0.0,-0.058871781036281594,-0.0,0.0,-0.0
-0.0,-0.0,-0.058152519632138154,-0.0,0.0,-0.0
-0.0,-0.0,-0.054578961828062274,-0.0,0.0,-0.0
-0.0,-0.0,-0.0552527497660531,-0.0,0.0,-0.0
-0.0,-3.1002551724741034e-05,-0.05810085015655094,-0.0,0.0,-0.0
-0.0,-0.0,-0.062062975566397775,-0.0,0.0,-0.0
-0.0,-0.0,-0.06406987508970897,-0.0,0.0,-0.0
-0.0,-0.0,-0.06625658788346185,-0.0,0.0,-0.0
-0.0,-0.0,-0.06564273770228493,-0.0,0.0,-0.0
-0.0,-0.0,-0.06969580588324865,-0.0,0.0,-0.0
-0.0,-0.0,-0.0725149735312356,-0.0,0.0,-0.0
-0.0,-0.0,-0.07164689970976512,-0.0,0.0,-0.0
-0.0,-0.0,-0.07007817331839668,-0.0,0.0,-0.0
-0.0,-0.0,-0.06377845042567784,-0.0,0.0,-0.0
-0.0,-0.0,-0.060899349182065333,-0.0,0.0,-0.0
-0.0,-0.0,-0.06048391278319889,-0.0,0.0,-0.0
