JV1,JV2,JV3,JV4,JV5,JV6
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,-0.0
0.004590100224686994,-0.0014037266913341153,-0.00027282246167957785,0.0009714132927934329,-0.00036427998479753737,-0.008171756221416263
0.0052635443444914295,-0.00017051403854973616,0.0,-0.0,0.0,-0.017826468420187633
0.005792310187582176,-0.0,-6.2005104465397186e-06,4.6503827587111544e-05,0.0,-0.025003559148528844
0.00648814514168236,-0.0,0.0,-0.0,0.0,-0.031467590723943714
0.00697212983633015,-8.267347397508307e-05,0.0,7.750637931185258e-06,0.0,-0.033704941018576094
0.007333826048262914,-0.0,0.0,-0.0,0.0,-0.03501996599878735
0.007152977682222261,-0.0,0.0,7.750637931185258e-06,0.0,-0.03373077783696387
0.007363106250000001,-0.0,-2.0668368493770768e-05,-0.0,0.0,-0.03271027760609521
0.007518118837949965,-0.0,0.0,2.583546061721346e-06,0.0,-0.03373594395228492
0.007242541019405259,-8.267347397508307e-05,0.0,-0.0,0.0,-0.034291406419303685
0.007016910984773106,-0.0,0.0,1.8084823193985764e-05,0.0,-0.034748693969874914
0.00711508590122064,-6.889456029134906e-05,0.0,-0.0,0.0,-0.03671735633355247
0.0059679913980046915,-0.0,0.0,-0.0,-1.2917730562585511e-05,-0.038032383394357897
0.005032747674389681,-0.0,0.0,-0.0,0.0,-0.038081468771987495
0.004662439363043839,-3.9614374808905027e-05,0.0,-0.0,0.0,-0.03758284605706533
0.004383416600704193,-0.0,-8.26734760069133e-06,0.00013692793339788916,0.0,-0.03524215265007019
0.004095781738951472,-0.0,0.0,-0.0,0.0,-0.03165102214764489
0.003598018569495281,-9.128529705924706e-05,0.0,-0.0,0.0,-0.027163403149186242
0.0029538543913536605,-0.0,0.0,5.942155814969706e-05,0.0,-0.022438097072887422
0.002178790541343888,-1.7223640834773607e-06,0.0,-0.0,0.0,-0.018890887913364837
0.0017137522573454514,-0.0,0.0,-0.0,-2.5835461125171022e-05,-0.01684730335366991
0.001310719060541855,-0.0,0.0,-0.0,0.0,-0.01574671273086866
0.0013537781271987493,-0.0,0.0,2.8419006424956026e-05,0.0,-0.013429272044303683
0.001078199853524069,-0.0,0.0,2.583546061721346e-06,0.0,-0.012519864098779362
0.0008852950944610769,-4.6503827587111544e-05,0.0,5.167092123442692e-06,0.0,-0.01221500607849757
0.0008732385714016028,-0.0,0.0,1.2917730562585511e-05,0.0,-0.01346027497801251
0.0008353465303257108,-0.0,0.0,3.616964638797153e-05,0.0,-0.014710711033145588
0.0007216705371351706,-2.0668368493770768e-05,0.0,1.8084823193985764e-05,0.0,-0.01541860303045379
0.0003238044309311443,-0.0,0.0,0.0001885988556482312,-1.8084823193985764e-05,-0.016576031324757472
0.0007044468584575588,-0.0,0.0,3.875319168775653e-05,0.0,-0.01789364040292634
0.0006941126772584187,-0.0,0.0,2.583546061721346e-06,0.0,-0.0194463503803836
0.0005046526669346624,-0.0,0.0,0.00017309758384952115,0.0,-0.021190244075414873
0.0006062721370657286,-0.0,0.0,5.4254467550127045e-05,0.0,-0.0227687908712599
0.0005080973831646145,-0.0,0.0,0.0003978661062040263,0.0,-0.02448426573053996
0.0002135731377159142,-0.0,0.0,6.458865281292755e-05,0.0,-0.026509765765719947
0.00021701787020050818,-0.0,0.0,0.0002971078070031272,0.0,-0.028796203518576095
0.00018946004283304017,-0.0,0.0,0.0002919407164035572,0.0,-0.03016548415292634
0.0002256296932846722,-0.0,0.0,0.0006148839764045345,0.0,-0.031015471369287704
0.0003995884480643604,-0.0,0.0,0.0005890485234066844,0.0,-0.029876125518904794
0.0005563235729303625,-0.0,0.0,0.0003746141659966774,0.0,-0.027912631351142463
0.0005080973831646145,-0.0,0.0,0.0008060663936071927,0.0,-0.026713865811893677
0.0002135731377159142,-0.0,0.0,0.0007698966943916347,0.0,-0.02454110340204239
8.784056457465309e-05,-0.0,0.0,0.0007337270601946447,0.0,-0.022373509188106325
8.784056457465309e-05,-0.0,0.0,0.0012220172193818622,0.0,-0.02159327805244128
0.00016879168043476014,-0.0,0.0,0.0011780970468133688,0.0,-0.02206606602956984
7.233929277594306e-05,-0.0,0.0,0.00047278891989779143,0.0,-0.022386425516706044
0.0004443699216001564,-0.0,0.0,0.0011806804945853023,-2.3251913793555772e-05,-0.023011644064421126
7.061692653364606e-05,-0.0,0.0,0.0012246007971909313,0.0,-0.02340175963225365
0.00017740350351892414,-0.0,0.0,0.001348611101617747,0.0,-0.024065731326956222
0.0002049613146317502,-1.0334184246885384e-05,0.0,0.001219433771609929,0.0,-0.025352337471416263
0.0004615935677684844,-0.0,0.0,0.0011393437697887422,0.0,-0.026212658999013903
0.0004891513951359524,-0.0,0.0,0.0012168501938008601,0.0,-0.026548518912707438
0.0005735472516079745,-0.0,0.0,0.001229767952809069,0.0,-0.026711281713936066
0.0003306938959003323,-0.0,0.0,0.0011755134690043,0.0,-0.026659612238348857
0.0007785085337304407,-0.0,0.0,0.0023458597823904624,0.0,-0.025429843765391247
0.00033413861213028433,-0.0,0.0,0.0024724535345892113,0.0,-0.023016812260336347
0.0005614906635299326,-0.0,0.0,0.0035058719145774843,0.0,-0.020557275314421124
0.0006768890635993746,-0.0,0.0,0.002648134745011727,0.0,-0.018255337135007647
0.0006045497952053945,-0.0,0.0,0.0038494836019953094,0.0,-0.014824387416447534
0.0006476088618622886,-0.0,0.0,0.0042318484364006256,0.0,-0.011946317107245658
0.0005718248447290726,-1.7223640834773607e-06,0.0,0.004807979005743398,0.0,-0.010329017164413135
0.0005063750413042804,-0.0,0.0,0.0055365391053756085,0.0,-0.009530701504233149
0.0002307967838842422,-0.0,0.0,0.006340021921173732,0.0,-0.009122501411885687
0.0003186373403315743,-0.0,0.0,0.006859314819014073,0.0,-0.008802140884452397
0.0001997942240321802,-0.0,0.0,0.007657630479194059,0.0,-0.008032244580172168
0.00037203062069689235,-0.0,0.0,0.009241343910508687,-1.0334184246885384e-05,-0.008055496780453789
0.0003169149984712402,-0.0,0.0,0.010698464109773107,0.0,-0.009075997011322445
0.00016879168043476014,-0.0,0.0,0.011992820467511814,0.0,-0.010481446694702573
0.00028246770613458424,-0.0,0.0,0.012953899969217513,-4.392028228732654e-05,-0.012682627940305075
0.00028246770613458424,-0.0,0.0,0.014516945298208132,0.0,-0.013811637398857542
0.00016879168043476014,-1.3778912667818886e-05,0.0,0.016237587313106327,0.0,-0.01557619867606428
0.00034447279332942436,-0.0,0.0,0.017996981434694928,-3.1002551724741034e-05,-0.018684205849827662
0.00039097664123483836,-0.0,0.0,0.019056234812551077,0.0,-0.02097064360268381
0.0003978661062040263,-0.0,0.0,0.018629950195688673,0.0,-0.023766040462292568
0.0004908737369962864,-0.0,0.0,0.018087406137863797,-1.2917730562585511e-05,-0.026894715218231415
0.00022390731891505422,-0.0,0.0,0.016421018736807506,0.0,-0.029165650463936068
0.0002531875206521402,-0.0,0.0,0.014591868534522587,0.0,-0.03179828452231619
0.0006148839764045345,-0.0,0.0,0.011181587438435026,0.0,-0.034567846644131345
0.00030658078476281634,-0.0,0.0,0.008326768809366227,0.0,-0.03724439996482002
0.0008095110773278608,-1.0334184246885384e-05,0.0,0.005996410233755907,-5.683801284991205e-05,-0.03997262484169007
0.0007785085337304407,-0.0,0.0,0.002976244965575139,0.0,-0.04169326789688534
0.0008250123491265708,-0.0,0.0,0.001250436315207349,0.0,-0.04203687802385755
0.0008835727526007428,-0.0,-2.0668369001728327e-06,0.0006898068226075836,-3.358609905635628e-05,-0.04378852193216748
0.0009197423867977328,-0.0,0.0,0.0002816065352044172,0.0,-0.0487928502506574
0.001129870824538337,-0.0,0.0,0.0002686887924508502,-1.8084823193985764e-05,-0.05579426184917027
0.001071310421064165,-0.0,0.0,0.0003875318924956024,0.0,-0.06319612124615775
0.0013451662878599432,-0.0,0.0,0.00031519262410162227,0.0,-0.07080724680464004
0.0019548832386834755,-0.0,0.0,8.784056457465309e-05,0.0,-0.0735897252550549
0.0015105133170833192,-0.0,0.0,3.358609905635628e-05,0.0,-0.07432603920900557
0.0014932896384057073,-0.0,0.0,2.5835461125171022e-05,0.0,-0.07615776934805976
0.001339999262278941,-0.0,0.0,1.5501275862370517e-05,-7.233929277594306e-05,-0.08091666245602502
0.0017395876453247337,-0.0,0.0,6.200510344948207e-05,0.0,-0.08366039192064074
0.0014416187324100072,-0.0,0.0,2.583546061721346e-06,-2.0668368493770768e-05,-0.08631369044030508
0.001811926913718714,-0.0,-6.2005104465397186e-06,0.00020668368900136818,0.0,-0.08894890443545449
0.0014691764622496235,-0.0,0.0,5.683801284991205e-05,-2.583546061721346e-06,-0.09166938117964003
0.0014708989341470932,-0.0,0.0,0.00017051403854973616,-8.267347397508307e-05,-0.09631459894460043
0.0017447548009428715,-0.0,0.0,0.0001265937603260701,0.0,-0.09842018521052467
0.0016104103153169156,-0.0,0.0,2.583546061721346e-06,0.0,-0.09968870683046978
0.0028625691024217344,-0.0,0.0,0.00025060395909771326,-2.8419006424956026e-05,-0.09811532823053996
0.002089227594272296,-0.0,0.0,0.00025060395909771326,-0.00013176085092564012,-0.09754953145228493
0.0027488929791940585,-0.0,0.0,2.5835461125171022e-05,-0.00013692793339788916,-0.09729375984992981
0.0016896390811893677,-0.0,0.0,2.8419006424956026e-05,-0.00012142666159917911,-0.09767612312388951
0.0028522347911854587,-0.0,0.0,2.583546061721346e-06,0.0,-0.09694498568823073
0.002275242855856816,-0.0,0.0,-0.0,0.0,-0.09402299091523489
0.0025043173141353664,-0.0,0.0,0.0001291773056258551,-2.583546061721346e-06,-0.09275705755443574
0.0018291505923963257,-0.0,0.0,1.0334184246885384e-05,-2.583546061721346e-06,-0.09338485603892009
0.0025353199877699217,-0.0,0.0,1.8084823193985764e-05,-7.750637931185258e-06,-0.09358895400449965
0.0023510269380086,-0.0,0.0,-0.0,-4.908737695055704e-05,-0.09065921109881932
0.003508455492386553,-1.894600428330402e-05,0.0,-0.0,-7.750637931185258e-06,-0.0891478425274955
0.0038649848087754517,-0.0,0.0,0.00016276340265038115,-7.233929277594306e-05,-0.09027426788809036
0.0038753191200117275,-0.0,0.0,0.0002273520513996482,-0.00016017985735059613,-0.08863113112687006
0.0036376328223943714,-0.0,0.0,0.0002273520513996482,-0.0002790229899046322,-0.08641961765062545
0.0035739052633020616,-0.0,0.0,0.00014984567615145613,-8.008992867529806e-05,-0.08547145759841072
0.0034671187675899932,-0.0,0.0,0.00020151659840179816,-2.8419006424956026e-05,-0.08735486137424046
0.003656578972969453,-0.0,0.0,4.6503827587111544e-05,-0.0003901154377953874,-0.08868280476364561
0.0036720801797495953,-0.0,0.0,-0.0,-0.0004908737369962864,-0.08855620476966435
0.003551514689080583,-0.0,0.0,0.0001446785855518861,-0.00010592538980046908,-0.08828493690194025
0.0035032883367684155,-0.0,0.0,2.0668368493770768e-05,-0.0002919407164035572,-0.08539395130443574
0.003219098418810633,-0.0,0.0,3.616964638797153e-05,-0.0006329687609937457,-0.0839058271311654
0.0032690469829459987,-0.0,0.0,1.8084823193985764e-05,-0.0003332774412001173,-0.08249778918863933
0.002128841977208522,-0.0,0.0,1.5501275862370517e-05,-0.0002919407164035572,-0.08232211213940516
0.002576656712566482,-3.4447281669547215e-06,0.0,3.358609905635628e-05,-0.00028677362580398723,-0.08488757629564074
0.0019652174198826157,-0.0,0.0,3.875319168775653e-05,-0.0005864649455976156,-0.08599591713172065
0.001152261528796951,-0.0,-4.133673800345665e-06,0.00010592538980046908,-0.0006407194294023845,-0.08641444945471023
0.001121258985199531,-0.0,0.0,4.392028228732654e-05,-0.00046245473869865146,-0.08589515811731552
0.001029973696267605,-5.167092123442692e-06,0.0,5.167092123442692e-06,-0.0006252181576036746,-0.08902641072942946
0.0009231871355369688,-0.0,0.0,-0.0,-0.0001291773056258551,-0.09050161857410008
0.0006941126772584187,-0.0,0.0,-0.0,-0.0005812978549980455,-0.08645578669965533
0.0008594596414632269,-0.0,0.0,0.00016017985735059613,-0.0005864649455976156,-0.08415384227845935
0.0006028273883264926,-0.0,0.0,0.00010850893510025409,-0.00021185077960093817,-0.08469897459543017
0.0008353465303257108,-0.0,0.0,-0.0,-0.00036944707539710736,-0.08419259958663518
0.0008611820483421286,-0.0,0.0,-0.0,-0.00036944707539710736,-0.08475064823220571
0.0003530846326682303,-0.0,0.0,-0.0,-0.0002144343249007232,-0.0802320221388499
0.0005718248447290726,-0.0,-6.2005104465397186e-06,0.00016793049324995116,-0.0004417863763003714,-0.0784364610488256
0.0007147811046752666,-0.0,0.0,0.00014984567615145613,-0.0002454368684981432,-0.0757883224026998
0.0006303852482032445,-0.0,0.0,0.0001420950402521011,-0.0005709636737989055,-0.07500809126703475
0.00044092520537020435,-2.239073270423752e-05,0.0,9.04241098744381e-05,-0.0003926990156044563,-0.07386874957784018
0.00023596387448381222,-0.0,0.0,-0.0,-0.0005838814328071144,-0.07313760381980473
0.0004082002874031663,-0.0,0.0,-0.0,-0.0001110924804000391,-0.0693191226313697
0.00033413861213028433,-0.0,0.0,-0.0,-0.0005632130704088344,-0.06642038473999236
7.233929277594306e-05,-0.0,0.0,2.583546061721346e-06,-0.0006613877918006646,-0.06650305922988256
6.717219811271255e-05,-0.0,0.0,0.00016017985735059613,-0.0005606294925997655,-0.0672316208899604
